"ID","日期","縣市別","區域","新增確診人數","累計確診人數"
"570","2021-05-24","彰化縣","埔心鄉","1","9"
"571","2021-05-24","彰化縣","大村鄉","1","2"
"572","2021-05-24","新北市","全區","281","1799"
"573","2021-05-24","新北市","板橋區","77","454"
"574","2021-05-24","新北市","中和區","38","273"
"575","2021-05-24","新北市","三重區","23","198"
"576","2021-05-24","新北市","新莊區","20","157"
"577","2021-05-24","新北市","永和區","35","132"
"578","2021-05-24","新北市","土城區","17","129"
"579","2021-05-24","新北市","新店區","17","119"
"580","2021-05-24","新北市","蘆洲區","12","73"
"581","2021-05-24","新北市","五股區","6","46"
"582","2021-05-24","新北市","淡水區","5","38"
"583","2021-05-24","新北市","汐止區","9","32"
"584","2021-05-24","新北市","林口區","12","24"
"585","2021-05-24","新北市","泰山區","4","22"
"586","2021-05-24","新北市","三峽區","1","19"
"587","2021-05-24","新北市","八里區","3","11"
"588","2021-05-24","新北市","石碇區","1","4"
"589","2021-05-24","新北市","石門區","1","1"
"590","2021-05-24","新竹縣","全區","1","6"
"591","2021-05-24","新竹縣","竹北市","1","5"
"592","2021-05-24","桃園市","全區","22","192"
"593","2021-05-24","桃園市","桃園區","8","63"
"594","2021-05-24","桃園市","龜山區","5","37"
"595","2021-05-24","桃園市","中壢區","5","24"
"596","2021-05-24","桃園市","觀音區","2","3"
"597","2021-05-24","桃園市","大園區","1","2"
"598","2021-05-24","桃園市","大溪區","1","2"
"599","2021-05-24","空值","全區","5","1169"
"600","2021-05-24","空值","空值","5","1169"
"601","2021-05-24","苗栗縣","全區","2","4"
"602","2021-05-24","苗栗縣","三灣鄉","1","1"
"603","2021-05-24","苗栗縣","造橋鄉","1","1"
"604","2021-05-24","高雄市","全區","5","24"
"605","2021-05-24","高雄市","大寮區","4","5"
"606","2021-05-24","高雄市","前鎮區","1","1"
"607","2021-05-23","南投縣","全區","8","11"
"608","2021-05-23","南投縣","草屯鎮","6","8"
"609","2021-05-23","南投縣","名間鄉","1","1"
"610","2021-05-23","南投縣","埔里鎮","1","1"
"611","2021-05-23","台中市","全區","5","37"
"612","2021-05-23","台中市","太平區","2","5"
"613","2021-05-23","台中市","西屯區","1","4"
"614","2021-05-23","台中市","北區","1","3"
"615","2021-05-23","台中市","沙鹿區","1","2"
"616","2021-05-23","台北市","全區","166","1167"
"617","2021-05-23","台北市","萬華區","86","656"
"618","2021-05-23","台北市","文山區","14","78"
"619","2021-05-23","台北市","大同區","13","60"
"620","2021-05-23","台北市","中正區","8","52"
"621","2021-05-23","台北市","中山區","10","50"
"622","2021-05-23","台北市","信義區","12","47"
"623","2021-05-23","台北市","士林區","4","43"
"624","2021-05-23","台北市","大安區","4","43"
"625","2021-05-23","台北市","北投區","7","37"
"626","2021-05-23","台北市","松山區","3","35"
"627","2021-05-23","台北市","南港區","5","34"
"628","2021-05-23","台南市","全區","2","6"
"629","2021-05-23","台南市","安南區","1","1"
"630","2021-05-23","台南市","麻豆區","1","1"
"631","2021-05-23","嘉義市","全區","1","1"
"632","2021-05-23","嘉義市","西區","1","1"
"633","2021-05-23","嘉義縣","全區","1","1"
"634","2021-05-23","嘉義縣","溪口鄉","1","1"
"635","2021-05-23","基隆市","全區","5","47"
"636","2021-05-23","基隆市","中山區","3","13"
"637","2021-05-23","基隆市","安樂區","1","11"
"638","2021-05-23","基隆市","仁愛區","1","10"
"639","2021-05-23","宜蘭縣","全區","7","41"
"640","2021-05-23","宜蘭縣","羅東鎮","1","9"
"641","2021-05-23","宜蘭縣","冬山鄉","1","7"
"642","2021-05-23","宜蘭縣","頭城鎮","2","3"
"643","2021-05-23","宜蘭縣","礁溪鄉","2","3"
"644","2021-05-23","宜蘭縣","壯圍鄉","1","1"
"645","2021-05-23","屏東縣","全區","8","14"
"646","2021-05-23","屏東縣","潮州鎮","7","9"
"647","2021-05-23","屏東縣","九如鄉","1","1"
"648","2021-05-23","彰化縣","全區","11","88"
"649","2021-05-23","彰化縣","溪湖鎮","5","38"
"650","2021-05-23","彰化縣","永靖鄉","2","6"
"651","2021-05-23","彰化縣","員林市","1","6"
"652","2021-05-23","彰化縣","秀水鄉","2","2"
"653","2021-05-23","彰化縣","大村鄉","1","1"
"654","2021-05-23","新北市","全區","206","1518"
"655","2021-05-23","新北市","板橋區","46","377"
"656","2021-05-23","新北市","中和區","28","235"
"657","2021-05-23","新北市","三重區","22","175"
"658","2021-05-23","新北市","新莊區","21","137"
"659","2021-05-23","新北市","土城區","17","112"
"660","2021-05-23","新北市","新店區","7","102"
"661","2021-05-23","新北市","永和區","12","97"
"662","2021-05-23","新北市","蘆洲區","9","61"
"663","2021-05-23","新北市","樹林區","7","43"
"664","2021-05-23","新北市","五股區","8","40"
"665","2021-05-23","新北市","淡水區","12","33"
"666","2021-05-23","新北市","汐止區","2","23"
"667","2021-05-23","新北市","三峽區","2","18"
"668","2021-05-23","新北市","泰山區","8","18"
"669","2021-05-23","新北市","林口區","1","12"
"670","2021-05-23","新北市","八里區","2","8"
"671","2021-05-23","新北市","深坑區","1","8"
"672","2021-05-23","新北市","瑞芳區","1","2"
"673","2021-05-23","新竹市","全區","2","11"
"674","2021-05-23","新竹市","東區","1","6"
"675","2021-05-23","新竹市","北區","1","2"
"676","2021-05-23","新竹縣","全區","1","5"
"677","2021-05-23","新竹縣","竹北市","1","4"
"678","2021-05-23","桃園市","全區","24","170"
"679","2021-05-23","桃園市","桃園區","10","55"
"680","2021-05-23","桃園市","龜山區","3","32"
"681","2021-05-23","桃園市","中壢區","4","19"
"682","2021-05-23","桃園市","平鎮區","3","14"
"683","2021-05-23","桃園市","楊梅區","2","5"
"684","2021-05-23","桃園市","龍潭區","1","4"
"685","2021-05-23","桃園市","新屋區","1","2"
"686","2021-05-23","空值","全區","3","1164"
"687","2021-05-23","空值","空值","3","1164"
"688","2021-05-23","花蓮縣","全區","1","4"
"689","2021-05-23","花蓮縣","光復鄉","1","2"
"690","2021-05-23","雲林縣","全區","2","6"
"691","2021-05-23","雲林縣","西螺鎮","1","2"
"692","2021-05-23","雲林縣","東勢鄉","1","1"
"693","2021-05-22","南投縣","全區","1","3"
"694","2021-05-22","南投縣","草屯鎮","1","2"
"695","2021-05-22","台中市","全區","11","32"
"696","2021-05-22","台中市","霧峰區","4","10"
"697","2021-05-22","台中市","北屯區","3","4"
"698","2021-05-22","台中市","龍井區","2","4"
"699","2021-05-22","台中市","潭子區","1","3"
"700","2021-05-22","台中市","北區","1","2"
"701","2021-05-22","台北市","全區","262","1001"
"702","2021-05-22","台北市","萬華區","168","570"
"703","2021-05-22","台北市","文山區","17","64"
"704","2021-05-22","台北市","大同區","7","47"
"705","2021-05-22","台北市","中正區","8","44"
"706","2021-05-22","台北市","中山區","8","40"
"707","2021-05-22","台北市","士林區","13","39"
"708","2021-05-22","台北市","大安區","6","39"
"709","2021-05-22","台北市","信義區","2","35"
"710","2021-05-22","台北市","內湖區","10","32"
"711","2021-05-22","台北市","松山區","10","32"
"712","2021-05-22","台北市","北投區","6","30"
"713","2021-05-22","台北市","南港區","7","29"
"714","2021-05-22","台南市","全區","1","4"
"715","2021-05-22","台南市","佳里區","1","1"
"716","2021-05-22","基隆市","全區","10","42"
"717","2021-05-22","基隆市","中山區","8","10"
"718","2021-05-22","基隆市","七堵區","2","5"
"719","2021-05-22","宜蘭縣","全區","3","34"
"720","2021-05-22","宜蘭縣","宜蘭市","1","10"
"721","2021-05-22","宜蘭縣","冬山鄉","2","6"
"722","2021-05-22","屏東縣","全區","5","6"
"723","2021-05-22","屏東縣","潮州鎮","1","2"
"724","2021-05-22","屏東縣","鹽埔鄉","2","2"
"725","2021-05-22","屏東縣","竹田鄉","1","1"
"726","2021-05-22","屏東縣","屏東市","1","1"
"727","2021-05-22","彰化縣","全區","4","77"
"728","2021-05-22","彰化縣","溪湖鎮","1","33"
"729","2021-05-22","彰化縣","田中鎮","1","8"
"730","2021-05-22","彰化縣","伸港鄉","1","1"
"731","2021-05-22","彰化縣","鹿港鎮","1","1"
"732","2021-05-22","新北市","全區","389","1312"
"733","2021-05-22","新北市","板橋區","110","331"
"734","2021-05-22","新北市","中和區","46","207"
"735","2021-05-22","新北市","三重區","51","153"
"736","2021-05-22","新北市","新莊區","56","116"
"737","2021-05-22","新北市","土城區","22","95"
"738","2021-05-22","新北市","新店區","20","95"
"739","2021-05-22","新北市","永和區","25","85"
"740","2021-05-22","新北市","蘆洲區","11","52"
"741","2021-05-22","新北市","樹林區","13","36"
"742","2021-05-22","新北市","五股區","11","32"
"743","2021-05-22","新北市","汐止區","7","21"
"744","2021-05-22","新北市","淡水區","2","21"
"745","2021-05-22","新北市","三峽區","4","16"
"746","2021-05-22","新北市","林口區","3","11"
"747","2021-05-22","新北市","泰山區","3","10"
"748","2021-05-22","新北市","深坑區","1","7"
"749","2021-05-22","新北市","八里區","1","6"
"750","2021-05-22","新北市","鶯歌區","1","5"
"751","2021-05-22","新北市","金山區","1","4"
"752","2021-05-22","新北市","石碇區","1","3"
"753","2021-05-22","新竹市","全區","3","9"
"754","2021-05-22","新竹市","香山區","3","3"
"755","2021-05-22","新竹縣","全區","2","4"
"756","2021-05-22","新竹縣","竹北市","1","3"
"757","2021-05-22","新竹縣","新豐鄉","1","1"
"758","2021-05-22","桃園市","全區","21","146"
"759","2021-05-22","桃園市","桃園區","7","45"
"760","2021-05-22","桃園市","龜山區","3","29"
"761","2021-05-22","桃園市","蘆竹區","2","24"
"762","2021-05-22","桃園市","中壢區","2","15"
"763","2021-05-22","桃園市","八德區","2","12"
"764","2021-05-22","桃園市","平鎮區","2","11"
"765","2021-05-22","桃園市","龍潭區","2","3"
"766","2021-05-22","桃園市","觀音區","1","1"
"767","2021-05-22","空值","全區","2","1161"
"768","2021-05-22","空值","空值","2","1161"
"769","2021-05-22","花蓮縣","全區","3","3"
"770","2021-05-22","花蓮縣","花蓮市","2","2"
"771","2021-05-22","花蓮縣","光復鄉","1","1"
"772","2021-05-22","苗栗縣","全區","1","2"
"773","2021-05-22","苗栗縣","後龍鎮","1","2"
"774","2021-05-22","雲林縣","全區","1","4"
"775","2021-05-22","雲林縣","西螺鎮","1","1"
"776","2021-05-22","高雄市","全區","3","19"
"777","2021-05-22","高雄市","新興區","1","3"
"778","2021-05-22","高雄市","三民區","1","2"
"779","2021-05-22","高雄市","左營區","1","2"
"780","2021-05-21","南投縣","全區","1","2"
"781","2021-05-21","南投縣","草屯鎮","1","1"
"782","2021-05-21","台中市","全區","6","21"
"783","2021-05-21","台中市","霧峰區","2","6"
"784","2021-05-21","台中市","太平區","1","3"
"785","2021-05-21","台中市","西屯區","1","3"
"786","2021-05-21","台中市","潭子區","1","2"
"787","2021-05-21","台中市","龍井區","1","2"
"788","2021-05-21","台北市","全區","125","739"
"789","2021-05-21","台北市","萬華區","60","402"
"790","2021-05-21","台北市","文山區","11","47"
"791","2021-05-21","台北市","大同區","12","40"
"792","2021-05-21","台北市","中正區","6","36"
"793","2021-05-21","台北市","大安區","5","33"
"794","2021-05-21","台北市","信義區","6","33"
"795","2021-05-21","台北市","中山區","8","32"
"796","2021-05-21","台北市","士林區","6","26"
"797","2021-05-21","台北市","北投區","5","24"
"798","2021-05-21","台北市","內湖區","3","22"
"799","2021-05-21","台北市","松山區","1","22"
"800","2021-05-21","台北市","南港區","2","22"
"801","2021-05-21","基隆市","全區","8","32"
"802","2021-05-21","基隆市","安樂區","2","10"
"803","2021-05-21","基隆市","仁愛區","3","9"
"804","2021-05-21","基隆市","中正區","1","4"
"805","2021-05-21","基隆市","七堵區","1","3"
"806","2021-05-21","基隆市","暖暖區","1","3"
"807","2021-05-21","宜蘭縣","全區","2","31"
"808","2021-05-21","宜蘭縣","羅東鎮","1","8"
"809","2021-05-21","宜蘭縣","員山鄉","1","1"
"810","2021-05-21","屏東縣","全區","1","1"
"811","2021-05-21","屏東縣","潮州鎮","1","1"
"812","2021-05-21","彰化縣","全區","5","73"
"813","2021-05-21","彰化縣","溪湖鎮","2","32"
"814","2021-05-21","彰化縣","永靖鄉","2","4"
"815","2021-05-21","彰化縣","芬園鄉","1","2"
"816","2021-05-21","新北市","全區","148","923"
"817","2021-05-21","新北市","板橋區","39","221"
"818","2021-05-21","新北市","中和區","19","161"
"819","2021-05-21","新北市","三重區","28","102"
"820","2021-05-21","新北市","新店區","6","75"
"821","2021-05-21","新北市","土城區","12","73"
"822","2021-05-21","新北市","永和區","10","60"
"823","2021-05-21","新北市","新莊區","9","60"
"824","2021-05-21","新北市","蘆洲區","5","41"
"825","2021-05-21","新北市","樹林區","1","23"
"826","2021-05-21","新北市","五股區","3","21"
"827","2021-05-21","新北市","淡水區","5","19"
"828","2021-05-21","新北市","三峽區","3","12"
"829","2021-05-21","新北市","林口區","1","8"
"830","2021-05-21","新北市","泰山區","1","7"
"831","2021-05-21","新北市","深坑區","2","6"
"832","2021-05-21","新北市","八里區","1","5"
"833","2021-05-21","新北市","萬里區","1","3"
"834","2021-05-21","新北市","三芝區","1","1"
"835","2021-05-21","新北市","瑞芳區","1","1"
"836","2021-05-21","桃園市","全區","11","125"
"837","2021-05-21","桃園市","桃園區","6","38"
"838","2021-05-21","桃園市","龜山區","2","26"
"839","2021-05-21","桃園市","平鎮區","2","9"
"840","2021-05-21","桃園市","楊梅區","1","3"
"841","2021-05-21","空值","全區","3","1159"
"842","2021-05-21","空值","空值","3","1159"
"843","2021-05-21","雲林縣","全區","1","3"
"844","2021-05-21","雲林縣","林內鄉","1","2"
"845","2021-05-21","高雄市","全區","4","16"
"846","2021-05-21","高雄市","鼓山區","3","5"
"847","2021-05-21","高雄市","左營區","1","1"
"848","2021-05-20","台中市","全區","3","15"
"849","2021-05-20","台中市","霧峰區","3","4"
"850","2021-05-20","台北市","全區","82","614"
"851","2021-05-20","台北市","萬華區","39","342"
"852","2021-05-20","台北市","文山區","3","36"
"853","2021-05-20","台北市","中正區","5","30"
"854","2021-05-20","台北市","大同區","2","28"
"855","2021-05-20","台北市","大安區","2","28"
"856","2021-05-20","台北市","信義區","7","27"
"857","2021-05-20","台北市","中山區","8","24"
"858","2021-05-20","台北市","松山區","2","21"
"859","2021-05-20","台北市","士林區","2","20"
"860","2021-05-20","台北市","南港區","4","20"
"861","2021-05-20","台北市","內湖區","3","19"
"862","2021-05-20","台北市","北投區","5","19"
"863","2021-05-20","基隆市","全區","5","24"
"864","2021-05-20","基隆市","安樂區","2","8"
"865","2021-05-20","基隆市","仁愛區","1","6"
"866","2021-05-20","基隆市","七堵區","1","2"
"867","2021-05-20","基隆市","暖暖區","1","2"
"868","2021-05-20","宜蘭縣","全區","8","29"
"869","2021-05-20","宜蘭縣","宜蘭市","5","9"
"870","2021-05-20","宜蘭縣","羅東鎮","1","7"
"871","2021-05-20","宜蘭縣","冬山鄉","1","4"
"872","2021-05-20","宜蘭縣","三星鄉","1","1"
"873","2021-05-20","彰化縣","全區","6","68"
"874","2021-05-20","彰化縣","溪湖鎮","2","30"
"875","2021-05-20","彰化縣","田中鎮","1","7"
"876","2021-05-20","彰化縣","永靖鄉","1","2"
"877","2021-05-20","彰化縣","溪州鄉","1","2"
"878","2021-05-20","彰化縣","芬園鄉","1","1"
"879","2021-05-20","新北市","全區","161","775"
"880","2021-05-20","新北市","板橋區","35","182"
"881","2021-05-20","新北市","中和區","40","142"
"882","2021-05-20","新北市","三重區","9","74"
"883","2021-05-20","新北市","新店區","22","69"
"884","2021-05-20","新北市","土城區","9","61"
"885","2021-05-20","新北市","新莊區","11","51"
"886","2021-05-20","新北市","永和區","7","50"
"887","2021-05-20","新北市","蘆洲區","4","36"
"888","2021-05-20","新北市","樹林區","4","22"
"889","2021-05-20","新北市","五股區","3","18"
"890","2021-05-20","新北市","汐止區","6","14"
"891","2021-05-20","新北市","淡水區","2","14"
"892","2021-05-20","新北市","三峽區","4","9"
"893","2021-05-20","新北市","林口區","1","7"
"894","2021-05-20","新北市","泰山區","1","6"
"895","2021-05-20","新北市","八里區","1","4"
"896","2021-05-20","新北市","金山區","2","3"
"897","2021-05-20","桃園市","全區","17","114"
"898","2021-05-20","桃園市","桃園區","5","32"
"899","2021-05-20","桃園市","龜山區","4","24"
"900","2021-05-20","桃園市","蘆竹區","1","22"
